Product Page_url,Product Image_url,Image_Large,Product Name,Product Title,Product Description,Product Description New,Product Listing Title,Brand,Catalog Number,Model/Part Number,Minimum Order Quantity,Base Unit of Measure,Family,Series,Heating Capacity,Heating Efficiency,Configuration,Blower Size,Gas Stages,Blower Type,Product Voltage,Product Depth,Product Width,Product Height,Gross Weight,Type,Energy Star Certified,Low Nox
https://www.lennoxpros.com/el297uh045xe36b-45btuh3t/p/24X60,https://images.lennoxpros.com/is/image/LennoxIntl/24X60?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/24X60,Lennox EL297UH045XE36B Furnace,"Lennox Elite EL297UHE, EL297UH045XE36B, 97% AFUE, 44000 BTU, 3 Ton, 2 Stage, Constant Torque Upflow/Horizontal Low Nox Gas Furnace","<div class=""col-12 col-xl-8 Product-overview"">
 <div class=""overview-content Product-overview-sub mt-4 mt-xl-0"">
  <h2>
   Product Overview
  </h2>
  <div class=""mb-2 alert-informational"">
  </div>
  <div class=""row mx-auto"">
  </div>
  <div class=""overview-content-text mb-3 readmore"" id=""productOverviewText"">
   <p>
   </p>
   <p>
    <span style=""font-size:11pt"">
     <span style=""font-family:Calibri,sans-serif"">
      <strong>
       <span style=""font-size:10.5pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#666666"">
          Elite Series
         </span>
        </span>
       </span>
      </strong>
     </span>
    </span>
   </p>
   <p>
    <span style=""font-size:11pt"">
     <span style=""font-family:Calibri,sans-serif"">
      <span style=""font-size:10.5pt"">
       <span style='font-family:""Open Sans"",sans-serif'>
        <span style=""color:#666666"">
         EL297E High-Efficiency, Two-Stage Gas Furnace
        </span>
       </span>
      </span>
     </span>
    </span>
   </p>
   <p>
    <span style=""font-size:11pt"">
     <span style=""font-family:Calibri,sans-serif"">
      <em>
       <span style=""font-size:10.5pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#666666"">
          Two-stage furnace with Power Saver technology
         </span>
        </span>
       </span>
      </em>
     </span>
    </span>
   </p>
   <p>
    <span style=""font-size:11pt"">
     <span style=""font-family:Calibri,sans-serif"">
      <span style=""font-size:10.5pt"">
       <span style='font-family:""Open Sans"",sans-serif'>
        <span style=""color:#666666"">
         The  EL297UH045XE36B Power Saver Constant Torque motor is up to 33% more efficient than standard single-stage motors and up to 200% more efficient in constant fan mode.
        </span>
       </span>
      </span>
     </span>
    </span>
   </p>
   <p>
    <span style=""font-size:11pt"">
     <span style=""font-family:Calibri,sans-serif"">
      <span style=""font-size:10.5pt"">
       <span style='font-family:""Open Sans"",sans-serif'>
        <span style=""color:#666666"">
         Upflow/Horizontal
        </span>
       </span>
      </span>
     </span>
    </span>
   </p>
   <p>
    <span style=""font-size:11pt"">
     <span style=""font-family:Calibri,sans-serif"">
      <strong>
       <span style=""font-size:10.5pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#666666"">
          Energy Efficiency
         </span>
        </span>
       </span>
      </strong>
     </span>
    </span>
   </p>
   <ul>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          Efficiency rating of up to 97% AFUE—can save your customers hundreds of dollars each year*, compared to standard furnaces
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          ENERGY STAR qualified—meets or exceeds EPA guidelines for energy efficiency
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          Power Saver motor operates at constant torque to help maintain consistent air flow
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          Power Saver technology not only provides energy boost capabilities improving the overall system efficiency, similar to a variable speed furnace, but also delivers higher SEER ratings in cooling mode. In continuous fan mode, this technology helps keep energy waste at a minimum
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          Two-Stage Gas Valve operates at a lower heating output for efficiency, switching to a higher output as needed
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          Dual-fuel capability—can be combined with an electric heat pump to enhance comfort and fuel efficiency by alternating between electric and gas heat, optimizing energy use and minimizing heating costs
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
   </ul>
   <p>
    <span style=""font-size:11pt"">
     <span style=""font-family:Calibri,sans-serif"">
      <strong>
       <span style=""font-size:10.5pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#666666"">
          Quiet Operation
         </span>
        </span>
       </span>
      </strong>
     </span>
    </span>
   </p>
   <ul>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          Special sound-absorbing insulation—further reduces sound for quiet operation
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
   </ul>
   <p>
    <span style=""font-size:11pt"">
     <span style=""font-family:Calibri,sans-serif"">
      <strong>
       <span style=""font-size:10.5pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#666666"">
          Reliable Performance
         </span>
        </span>
       </span>
      </strong>
     </span>
    </span>
   </p>
   <ul>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          High Quality Steel
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          SureLight igniter—silicone nitride construction ensures long product life and reliable operation
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          SureLight control board—controls furnace operation to ensure high reliability and efficiency
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          Multi-position models available
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
   </ul>
   <p>
    <span style=""font-size:11pt"">
     <span style=""font-family:Calibri,sans-serif"">
      <span style=""font-size:10.5pt"">
       <span style='font-family:""Open Sans"",sans-serif'>
        <span style=""color:#666666"">
         *Criteria used in this example are 2,000 full-load heating hours, with a 60,000 Btuh heating design load and $1.368 ccf for gas. Actual savings may vary, depending on weather patterns in the local area, local fuel rates and individual lifestyle.
        </span>
       </span>
      </span>
     </span>
    </span>
   </p>
  </div>
  <div id=""fadetest"">
  </div>
  <div class=""readmore-padding"">
   <span class=""readmore-link"" style=""display:none"">
   </span>
  </div>
 </div>
</div>
","<p>
 <strong>
  Elite Series
 </strong>
</p>
<p>
 EL297E High-Efficiency, Two-Stage Gas Furnace
</p>
<p>
 <em>
  Two-stage furnace with Power Saver technology
 </em>
</p>
<p>
 The  EL297UH045XE36B Power Saver Constant Torque motor is up to 33% more efficient than standard single-stage motors and up to 200% more efficient in constant fan mode.
</p>
<p>
 Upflow/Horizontal
</p>
<p>
 <strong>
  Energy Efficiency
 </strong>
</p>
<ul>
 <li>
  Efficiency rating of up to 97% AFUE—can save your customers hundreds of dollars each year*, compared to standard furnaces
 </li>
 <li>
  ENERGY STAR qualified—meets or exceeds EPA guidelines for energy efficiency
 </li>
 <li>
  Power Saver motor operates at constant torque to help maintain consistent air flow
 </li>
 <li>
  Power Saver technology not only provides energy boost capabilities improving the overall system efficiency, similar to a variable speed furnace, but also delivers higher SEER ratings in cooling mode. In continuous fan mode, this technology helps keep energy waste at a minimum
 </li>
 <li>
  Two-Stage Gas Valve operates at a lower heating output for efficiency, switching to a higher output as needed
 </li>
 <li>
  Dual-fuel capability—can be combined with an electric heat pump to enhance comfort and fuel efficiency by alternating between electric and gas heat, optimizing energy use and minimizing heating costs
 </li>
</ul>
<p>
 <strong>
  Quiet Operation
 </strong>
</p>
<ul>
 <li>
  Special sound-absorbing insulation—further reduces sound for quiet operation
 </li>
</ul>
<p>
 <strong>
  Reliable Performance
 </strong>
</p>
<ul>
 <li>
  High Quality Steel
 </li>
 <li>
  SureLight igniter—silicone nitride construction ensures long product life and reliable operation
 </li>
 <li>
  SureLight control board—controls furnace operation to ensure high reliability and efficiency
 </li>
 <li>
  Multi-position models available
 </li>
</ul>
<p>
 *Criteria used in this example are 2,000 full-load heating hours, with a 60,000 Btuh heating design load and $1.368 ccf for gas. Actual savings may vary, depending on weather patterns in the local area, local fuel rates and individual lifestyle.
</p>
",Lennox EL297UH045XE36B 2 Stage Furance,Lennox,24X60,EL297UH045XE36B,0.0,Unit(S),EL297UHE,Elite,44000 Btuh,97% AFUE,Upflow/Horizontal,3 Ton,2 Stage,Constant Torque,115 VAC 1 Ph 60 Hz,27.75 Inch,17.5 Inch,33 Inch,129 lbs.,2-Stage Constant Torque Horizontal Gas Furnace,Yes,Low Nox
https://www.lennoxpros.com/el297uh070xv36b-70btuh3ton/p/24X50,https://images.lennoxpros.com/is/image/LennoxIntl/24X50?$product_related$,https://images.lennoxpros.com/is/image/LennoxIntl/24X50,Lennox EL297UH070XV36B Furnace,"Lennox Elite EL297UHV, EL297UH070XV36B, 97% AFUE, 66000 BTU, 3 Ton, 2 Stage, Variable Speed Upflow/Horizontal Gas Furnace","<div class=""col-12 col-xl-8 Product-overview"">
 <div class=""overview-content Product-overview-sub mt-4 mt-xl-0"">
  <h2>
   Product Overview
  </h2>
  <div class=""mb-2 alert-informational"">
  </div>
  <div class=""row mx-auto"">
  </div>
  <div class=""overview-content-text mb-3 readmore"" id=""productOverviewText"">
   <p>
   </p>
   <p>
    <span style=""font-size:11pt"">
     <span style=""font-family:Calibri,sans-serif"">
      <strong>
       <span style=""font-size:10.5pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#666666"">
          Elite Series
         </span>
        </span>
       </span>
      </strong>
     </span>
    </span>
   </p>
   <p>
    <span style=""font-size:11pt"">
     <span style=""font-family:Calibri,sans-serif"">
      <span style=""font-size:10.5pt"">
       <span style='font-family:""Open Sans"",sans-serif'>
        <span style=""color:#666666"">
         EL297V High-Efficiency, Two-Stage Gas Furnace
        </span>
       </span>
      </span>
     </span>
    </span>
   </p>
   <p>
    <span style=""font-size:11pt"">
     <span style=""font-family:Calibri,sans-serif"">
      <em>
       <span style=""font-size:10.5pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#666666"">
          High-efficiency, variable speed gas furnace
         </span>
        </span>
       </span>
      </em>
     </span>
    </span>
   </p>
   <p>
    <span style=""font-size:11pt"">
     <span style=""font-family:Calibri,sans-serif"">
      <span style=""font-size:10.5pt"">
       <span style='font-family:""Open Sans"",sans-serif'>
        <span style=""color:#666666"">
         The EL297UH070XV36B uses a variable speed motor that reduces electrical use by two-thirds, compared to a standard motor. Plus, two stages of heating minimize temperature swings, so homeowners can save on utility bills without sacrificing comfort.
        </span>
       </span>
      </span>
     </span>
    </span>
   </p>
   <p>
    <span style=""font-size:11pt"">
     <span style=""font-family:Calibri,sans-serif"">
      <span style=""font-size:10.5pt"">
       <span style='font-family:""Open Sans"",sans-serif'>
        <span style=""color:#666666"">
         Upflow/Horizontal
        </span>
       </span>
      </span>
     </span>
    </span>
   </p>
   <p>
    <span style=""font-size:11pt"">
     <span style=""font-family:Calibri,sans-serif"">
      <strong>
       <span style=""font-size:10.5pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#666666"">
          Energy Efficiency
         </span>
        </span>
       </span>
      </strong>
     </span>
    </span>
   </p>
   <ul>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          Efficiency rating of 97% AFUE—can save your customers hundreds of dollars each year*, compared to standard furnaces
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          ENERGY STAR qualified—meets or exceeds EPA guidelines for energy efficiency
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          Dual-fuel capability—can be combined with an electric heat pump to enhance comfort and fuel efficiency by alternating between electric and gas heat, optimizing energy use and minimizing heating costs
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          Variable speed blower motor—provides a quiet, consistent flow of air for enhanced comfort, efficiency and humidity control
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          Robust stainless steel secondary heat exchanger—allows the furnace to achieve high efficiency levels by capturing additional heat
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          Built-In Communicating Abilities - This truly digital product is designed to pair with the Lennox S40 Smart Thermostat as part of a fully communicating home comfort system.**
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
   </ul>
   <p>
    <span style=""font-size:11pt"">
     <span style=""font-family:Calibri,sans-serif"">
      <strong>
       <span style=""font-size:10.5pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#666666"">
          Quiet Operation
         </span>
        </span>
       </span>
      </strong>
     </span>
    </span>
   </p>
   <ul>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          SilentComfort Technology—delivers the ultimate in quiet, consistent heating
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          Special sound-absorbing insulation—further reduces sound for quiet operation
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          Durable steel cabinet—made to last with an attractive, high-quality textured paint finish
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
   </ul>
   <p>
    <span style=""font-size:11pt"">
     <span style=""font-family:Calibri,sans-serif"">
      <strong>
       <span style=""font-size:10.5pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#666666"">
          Home Comfort
         </span>
        </span>
       </span>
      </strong>
     </span>
    </span>
   </p>
   <ul>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          Two-stage, gas valve—works with the variable speed motor to match furnace output to household heating needs
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          Enhanced humidity control—runs at different speeds to precisely control the flow of heated and cooled air throughout the home
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          Secondary heat exchanger—allows the furnace to achieve high efficiency levels by capturing additional heat
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          Low-speed fan—provides a consistent, continuous flow of warm air
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
   </ul>
   <p>
    <span style=""font-size:11pt"">
     <span style=""font-family:Calibri,sans-serif"">
      <strong>
       <span style=""font-size:10.5pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#666666"">
          Reliable Performance
         </span>
        </span>
       </span>
      </strong>
     </span>
    </span>
   </p>
   <ul>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          High Quality Steel
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          SureLight igniter—silicone nitride construction ensures long product life and reliable operation
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          SureLight control board—controls furnace operation to ensure high reliability and efficiency
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
    <li>
     <span style=""font-size:11pt"">
      <span style=""font-family:Calibri,sans-serif"">
       <span style=""font-size:12.0pt"">
        <span style='font-family:""Open Sans"",sans-serif'>
         <span style=""color:#222222"">
          Multi-position models available
         </span>
        </span>
       </span>
      </span>
     </span>
    </li>
   </ul>
   <p>
    <span style=""font-size:11pt"">
     <span style=""font-family:Calibri,sans-serif"">
      <span style=""font-size:10.5pt"">
       <span style='font-family:""Open Sans"",sans-serif'>
        <span style=""color:#666666"">
         *Criteria used in this example are 2,000 full-load heating hours, with a 60,000 Btuh heating design load and $1.368 ccf for gas. Actual savings may vary, depending on the weather patterns in local area, local fuel rates and lifestyle.
        </span>
       </span>
      </span>
     </span>
    </span>
   </p>
   <p>
    <span style=""font-size:10.5pt"">
     <span style='font-family:""Open Sans"",sans-serif'>
      <span style=""color:#666666"">
       **Lennox S40 Smart Thermostat must be installed with a fully digital indoor unit for maximum performance.
      </span>
     </span>
    </span>
   </p>
  </div>
  <div id=""fadetest"">
  </div>
  <div class=""readmore-padding"">
   <span class=""readmore-link"" style=""display:none"">
   </span>
  </div>
 </div>
</div>
","<p>
 <strong>
  Elite Series
 </strong>
</p>
<p>
 EL297V High-Efficiency, Two-Stage Gas Furnace
</p>
<p>
 <em>
  High-efficiency, variable speed gas furnace
 </em>
</p>
<p>
 The EL297UH070XV36B uses a variable speed motor that reduces electrical use by two-thirds, compared to a standard motor. Plus, two stages of heating minimize temperature swings, so homeowners can save on utility bills without sacrificing comfort.
</p>
<p>
 Upflow/Horizontal
</p>
<p>
 <strong>
  Energy Efficiency
 </strong>
</p>
<ul>
 <li>
  Efficiency rating of 97% AFUE—can save your customers hundreds of dollars each year*, compared to standard furnaces
 </li>
 <li>
  ENERGY STAR qualified—meets or exceeds EPA guidelines for energy efficiency
 </li>
 <li>
  Dual-fuel capability—can be combined with an electric heat pump to enhance comfort and fuel efficiency by alternating between electric and gas heat, optimizing energy use and minimizing heating costs
 </li>
 <li>
  Variable speed blower motor—provides a quiet, consistent flow of air for enhanced comfort, efficiency and humidity control
 </li>
 <li>
  Robust stainless steel secondary heat exchanger—allows the furnace to achieve high efficiency levels by capturing additional heat
 </li>
 <li>
  Built-In Communicating Abilities - This truly digital product is designed to pair with the Lennox S40 Smart Thermostat as part of a fully communicating home comfort system.**
 </li>
</ul>
<p>
 <strong>
  Quiet Operation
 </strong>
</p>
<ul>
 <li>
  SilentComfort Technology—delivers the ultimate in quiet, consistent heating
 </li>
 <li>
  Special sound-absorbing insulation—further reduces sound for quiet operation
 </li>
 <li>
  Durable steel cabinet—made to last with an attractive, high-quality textured paint finish
 </li>
</ul>
<p>
 <strong>
  Home Comfort
 </strong>
</p>
<ul>
 <li>
  Two-stage, gas valve—works with the variable speed motor to match furnace output to household heating needs
 </li>
 <li>
  Enhanced humidity control—runs at different speeds to precisely control the flow of heated and cooled air throughout the home
 </li>
 <li>
  Secondary heat exchanger—allows the furnace to achieve high efficiency levels by capturing additional heat
 </li>
 <li>
  Low-speed fan—provides a consistent, continuous flow of warm air
 </li>
</ul>
<p>
 <strong>
  Reliable Performance
 </strong>
</p>
<ul>
 <li>
  High Quality Steel
 </li>
 <li>
  SureLight igniter—silicone nitride construction ensures long product life and reliable operation
 </li>
 <li>
  SureLight control board—controls furnace operation to ensure high reliability and efficiency
 </li>
 <li>
  Multi-position models available
 </li>
</ul>
<p>
 *Criteria used in this example are 2,000 full-load heating hours, with a 60,000 Btuh heating design load and $1.368 ccf for gas. Actual savings may vary, depending on the weather patterns in local area, local fuel rates and lifestyle.
</p>
<p>
 **Lennox S40 Smart Thermostat must be installed with a fully digital indoor unit for maximum performance.
</p>
",Lennox EL297UH070XV36B 2 Stage Furance,Lennox,24X50,EL297UH070XV36B,0.0,Unit(S),EL297UHV,Elite,66000 Btuh,97% AFUE,Upflow/Horizontal,3 Ton,2 Stage,Variable Speed,115 VAC 1 Ph 60 Hz,27.75 Inch,17.5 Inch,33 Inch,138 lbs.,2-Stage Variable Speed Horizontal Gas Furnace,Yes,Low Nox
